text,label,label_id
"soude sijn.’ De Witt bracht inderdaad 
de belangen van Deutz onder de aandacht 
van WIC-bestuurder Nicolaas ten Hove. Onder de burgemeesters die ook in het 
bestuur zaten van de WIC of de VOC, 
vinden we alle grote Amsterdamse 
bestuurdersfamilies uit deze periode: 
verschillende generaties van de familie 
Witsen, Van Collen, Backer, Geelvinck, 
Hinloopen, Van de Pol en Deutz, die 
hun stempel drukten op de geschiedenis 
van Amsterdam en op de Amsterdamse 
grachtengordel. Het is overigens niet zo dat de VOC 
of de WIC simpelweg deden wat het 
Amsterdamse stadsbestuur wilde. De belangen van de Amsterdamse 
stadsbestuurders vielen soms samen 
met de belangen van de VOC, de WIC 
en de Staten-Generaal (het landsbestuur), 
maar in andere gevallen botsten ze 
flink. De Kamer Zeeland en de Kamer 
Amsterdam van de WIC waren het 
bijvoorbeeld lang oneens over het 
openstellen van de slavenhandel 
voor particulieren. Geen democratie
Het bestuur van Amsterdam was in de 
17e en 18e eeuw geen democratie, maar 
een oligarchie: een bestuur door personen 
uit enkele voorname families. Het was 
maar een kleine groep mensen die een 
stem had in de politieke besluitvorming. Deze mensen kwamen samen in de 
‘vroedschap’, een raad van 36 mannen 
die een vergelijkbare rol had als de 
gemeenteraad nu. Benoeming tot dit 
exclusieve gezelschap gebeurde in 
principe voor het leven. Bij overlijden 
van een lid van de vroedschap 
60
Het stads-
bestuur van 
Amsterdam 
was in de
17e en 18e 
eeuw geen 
democratie, 
maar een 
oligarchie:  
een bestuur 
door 
personen
uit enkele 
voorname 
families.",Colonialism,0
"kozen de leden van de vroedschap zelf 
een vervanger. Vanuit de vroedschap werden 7 schepenen 
aangesteld die verantwoordelijk waren 
voor de rechtspraak in de stad. Het 
hoogste bestuur van Amsterdam was in 
handen van maar liefst 4 burgemeesters. Zij werden voor een jaar gekozen door 
de vroedschap, aangevuld met oud-
burgemeesters en oud-schepenen. Dezelfde persoon kon meerdere jaren 
de functie van burgemeester vervullen. 61
Een vergadering van de vroedschap  
in de Mozeszaal van het stadhuis  
(nu Paleis op de Dam). I. DE JONGH (UITGEVER), NOACH VAN  
DER MEER JR., WILLEM KOK, 1790 |  
STADSARCHIEF AMSTERDAM",Colonialism,0
"Burgemeester én VOC- of 
WIC-bestuurder
Tussen 1578 en 1795 telde Amsterdam 139 
burgemeesters. Van hen waren net iets 
meer dan de helft ook bewindhebber bij 
de VOC en de WIC, of directeur van de 
Sociëteit van Suriname. Sommigen, zoals 
de 18e-eeuwse burgemeesters Cornelis 
Hop en Pieter Clifford, waren zowel 
bestuurders bij de VOC als de WIC. Anderen, zoals de burgemeestersfamilie 
Witsen, leverden generatie op generatie 
bestuurders in Amsterdam én overzee. Het belangrijke lidmaatschap van de 
vroedschap werd vaak doorgegeven aan 
familieleden, van vader op zoon of 
schoonzoon. Zo bleef het bestuur van 
de stad gedurende de hele periode in 
handen van dezelfde kleine groep burgers 
die over het algemeen zeer rijk waren. De WIC en de VOC hadden ook veel 
politieke invloed. Kamers van de WIC 
verdeelden bij toerbeurt het ‘recht’ 
om slavenreizen te organiseren in het 
Atlantisch gebied. De VOC verdeelde 
specerijen die ze naar Nederland 
importeerde volgens een vaste verdeel­
sleutel tussen de Kamers. Via de Kamers 
werden winstgevende en invloedrijke 
62
De ‘Gouden Bocht’ in de 
Herengracht, zo genoemd vanwege 
de enorme rijkdom van de bewoners.",Colonialism,0
"Een aantal van die 
burgemeesters had zelf belangen in Berbice. Verhalen over de koloniën
Het was niet zo dat de Amsterdamse 
bevolking niets wist van wat zich afspeelde 
in de koloniën. Duizenden gewone 
Amsterdammers staken jaar na jaar de 
oceanen over als matrozen. Zij zagen zo 
dus veel van de wereld. Mensen praatten 
met elkaar in de kroegen aan de kade, 
vertelden sterke verhalen, lazen goedkope 
nieuwsboekjes over veroveringen aan de 
andere kant van de wereld en konden met 
hun eigen ogen de exotische producten 
zien die op de kades opgestapeld lagen. 63
Een grote 
opstand in 
Berbice in 
1763 werd 
mede door 
de inzet van 
Amsterdamse 
burgemeesters 
bloedig 
onderdrukt.",Colonialism,0
"Daarmee had ze grote 
invloed op het beleid in onder 
meer Nederlands-Indië. Een ander 
voorbeeld: de kolonie Curaçao viel 
rechtstreeks onder het bestuur van 
de Kamer Amsterdam van de WIC. •	 Privédeelname van Amsterdamse 
bestuurders en hun directe 
verwanten 
Vele Amsterdamse bestuurders 
investeerden hun geld in slaven­
schepen en plantages, waren 
grootaandeelhouders van de 
VOC, of hadden via hun familie­
connecties belangen in het 
wereldwijde slavernijsysteem. 66
Amsterdam-
mers waren 
ook actief
betrokken bij 
de bouw van 
slavenschepen.",Colonialism,0
"In Amsterdam is een straat 
vernoemd naar vader en zoon: 
de Vrolikstraat. De botten en 
preparaten die zij verzamelden, 
deels in de koloniën, zijn nog 
steeds te zien in het Museum 
Vrolik van het Amsterdam UMC. 68
Gerardus Vrolik. C.H. HODGES, W. VAN SENUM, 1848 | 
STADSARCHIEF AMSTERDAM",Historical Slavery,1
"•	 Tamira Combrink, De Amsterdamse 
economie en slavernij. •	 Felicia Fricke, Productie en handel 
van glazen kralen in Amsterdam. •	 Dienke Hondius, Slavernij en 
patronen van antizwart racisme. •	 Erik Odegard, ‘Slaafhaalders’ op 
Oostenburg. •	 Elisabeth Heijmans, Slavernij, 
recht en verschil in de ogen van 
Amsterdamse bestuurders. 69
Dit soort 
ideeën 
hebben 
een effect 
gehad op de 
vorming van 
racistische 
denkbeelden 
van nu.",Modern Racism & Inequality,2
"Daarna moesten hun 
hoofden duidelijk zichtbaar op stokken 
worden gespietst. Bartham kreeg na een 
bekentenis gratie. Zijn broers ondergingen 
hun gruwelijke doodstraf. De slavenopstand van Berbice
In 1763 vond een grote opstand plaats in 
de kolonie Berbice, onder leiding van de 
slaafgemaakte Cuffy. De kolonie werd op 
dat moment bestuurd door de Sociëteit 
van Berbice, opgericht door Amsterdamse 
ondernemers. Het was de eerste georgani­
seerde opstand van slaafgemaakten tegen 
hun overheersers in Zuid-Amerika. Op dat moment woonden er veel meer 
gevangengenomen Afrikanen in Berbice 
dan Europeanen: bijna 4000 tegenover een 
kleine 350. Omdat ze bang waren voor die 
overmacht, probeerden de Nederlanders de 
slaafgemaakten met strenge maat­regelen 
onder de duim te houden. De straffen 
waren hard, als afschrikwekkend 
voorbeeld voor anderen. Op een dag overmeesterden slaaf­
gemaakten een witte opzichter en 
vermoordden hem.",Historical Slavery,1
"Zij werden marrons genoemd, een 
woord afgeleid van het Spaanse woord 
cimarron, dat oorspronkelijk ‘loslopend 
of weggelopen vee’ betekende. Later werd 
het een geuzennaam. Marronage in VOC-gebieden
Marronage kennen we vooral uit Suriname. Maar ook in VOC-gebieden kwamen 
marrongemeenschappen voor: in Ambon, 
Banda Neira, Ceylon (Sri Lanka), Zuid-
Afrika, Java en Mauritius. Een van de vele 
manieren waarop de VOC probeerde te 
voorkomen dat slaafgemaakten vluchtten, 
was door mensen uit verschillende 
gebieden en bevolkingsgroepen te halen, 
zodat er minder samenhang en vertrouwen 
was tussen de slaafgemaakten. Toch waren 
slaafgemaakten in staat om nieuwe sociale 
netwerken op te bouwen en elkaar te 
helpen bij het verzet en de vluchtpogingen. De marrongemeenschappen in 
Suriname groeiden gestaag en ze 
slaagden er steeds vaker in om anderen 
te helpen om te ontsnappen of om 
plantages te plunderen. De Nederlandse 
verdediging hiertegen bleef zwak, omdat 
de plantage-eigenaren en de Sociëteit van 
Suriname met elkaar ruzieden wie er voor 
de kosten van de verdediging van de 
plantages moest opdraaien. 77
Een gewapende marron op wacht. J.G.",Historical Slavery,1
"Een prachtige, 
vuistdikke verzameling van 
wetenschappelijke essays. Al deze kennis 
willen we ook voor de Amsterdammers 
Het is 
belangrijk 
dat we de 
mooie én 
lelijke kanten 
van onze 
Amsterdamse 
geschiedenis 
kennen. 8
KETI KOTI BIJ HET STADHUIS |  
EDWIN VAN EIS, 2022",Modern Racism & Inequality,2
"Maar het was te merken dat 
De Salontay ook werd beïnvloed door de 
Verlichting. In hetzelfde epistel spreekt hij 
van ‘de natuurlyke Zugt tot vryheid, die 
in alle redelyke Schepselen, gevolgelyk 
ook in de Slaaven is’. Toneelstukken
Amsterdamse theatergezelschappen 
voerden vanaf de tweede helft van de 
18e eeuw regelmatig stukken op waarin 
kritiek op de slavernij naar voren kwam. Ze waren daarin niet vrij van stereotypen 
en misinformatie. Het idee dat slavernij 
in Azië vooral ‘huishoudelijk’ van aard 
was, waarbij slaafgemaakten als bedienden 
in rijke gezinnen werkten, is al in 1801 
terug te vinden in het toneelstuk 
Kraspoekol van Dirk van Hogendorp. Toneelstukken over de slavernij in 
Noord- en Zuid-Amerika boden het 
publiek naast kritiek op slavernij ook 
denigrerende en racistische weergaven 
van de slaaf­gemaakte Afrikanen, gespeeld 
door witte acteurs in blackface, die 
bijvoorbeeld de lachers op hun hand 
moesten krijgen. 80",Historical Slavery,1
"83
Gebouw ‘De Bazel’, voorheen  
het kantoor van de Nederlandsche 
Handel-Maatschappij. Nu is  
het Stadsarchief er gevestigd. DORIANN KRANSBERG, 2004 | 
STADSARCHIEF AMSTERDAM
Voorvechters 
voor 
afschaffing 
werden 
abolitionisten
genoemd.",Colonialism,0
"Na de afschaffing van de slavernij 
was niet plotseling iedereen gelijk. Tot op de dag van vandaag werken 
eeuwenlange achterstelling en 
racistische denkbeelden door in 
de samenleving. Nadat groepen 
nazaten van slaaf­gemaakten zich 
in Nederland vestigden, ontstond 
een maatschappelijke discussie. Slavernij en 
de relatie met 
het Amsterdam 
van nu
89",Historical Slavery,1
"Daarna is het Keti Koti 
festival in het park, met muziek, 
exposities, optredens en debat. Azië: de vergeten 
slavernij
Voor de slavernij onder de VOC in 
Azië zijn geen monumenten en geen 
herdenkingen. Niet in het onafhankelijke 
Indonesië na 1949 en ook niet in 
Nederland. Slechts op kleine schaal was er 
kritiek en protest. Zo was het standbeeld 
voor Jan Pieterszoon Coen in Hoorn al bij 
de oprichting in de 19e eeuw omstreden. De VOC werd in de publieke herinnering 
juist een voorbeeld van Nederlandse 
daadkracht en handelsgeest. Zo riep 
toenmalig premier Balkenende tijdens 
de algemene beschouwingen in 2006 op 
tot het tonen van een ‘VOC-mentaliteit’. 94
Voor de  
slavernij  
onder de 
VOC in Azië 
zijn geen  
monumenten 
en geen 
herdenkingen.",Historical Slavery,1
"In 2016 stond hij nog steeds achter die 
oproep. Het beeld van de VOC bestond 
lange tijd uit slimme en avontuurlijke 
koopmannen, die de gevaarlijke wereld 
over zeilden en terugkeerden met 
winstgevende producten. Maar de VOC 
was net als de WIC volop betrokken bij 
slavenhandel en slavernij, ingezet om rijk 
te worden van die producten. Kritiek op kolonialisme
Het 400-jarig bestaan van de VOC werd 
in 2002 nog uitgebreid gevierd. Wel 
protesteerde journalist Herman Keppy 
tegen het principe van een viering, met 
een symposium ‘Wat valt er te vieren?’, 
dat veel aandacht trok in de media in 
binnen- en buitenland. De Molukse 
kunstenaar Willy Nanlohy bood al in 1987 
een zwartboek aan bij de opening van een 
tentoonstelling ter gelegenheid van Coens 
400e geboortejaar. Over het algemeen ging 
de kritiek echter vooral over kolonialisme 
en koloniaal geweld in brede zin, niet over 
slavernij. Pas in de laatste jaren ontstaan 
er initiatieven om dit te veranderen. Zo schreef onderzoeker Reggie Baay al 
vele boeken over Nederlands-Indië, 
waarin slavenhandel en slavernij een 
grote rol spelen. Indo’s en Totoks
Dat slavernij in Azië veel minder in de 
herinnering voortleefde, lag niet aan de 
omvang of wreedheid.",Historical Slavery,1
"Steven van der Haghen en George 
Beens
Twee gezichten van de voc
Wim Manuhutu
In deze bĳdrage staan twee mannen centraal die in de zeventiende en de 
achttiende eeuw in dienst waren van de Verenigde Oost-Indische Com-
pagnie en vooral in het oosten van de Indonesische archipel werkzaam 
waren. Beiden woonden na hun terugkeer naar de Republiek in Utrecht. Het leven van Steven van der Haghen is direct verbonden aan het 
eiland Ambon, het eerste gebied waar de voc als overheid optrad en 
rechtstreeks gezag uitoefende over een deel van de plaatselĳke bevol-
king. Hoewel hĳ in tegenstelling tot collega’s als J.P. Coen een gematigder 
politiek ten opzichte van de bevolking van de archipel voorstond, bleef 
hĳ een loyale werknemer van de voc. Steven van der Haghen kan worden 
beschouwd als een van de grondleggers van het systeem dat de voc 
in de loop der jaren uitbouwde en waarvan slavernĳ en slavenhandel 
deel uitmaakten. Iemand die dat systeem gebruikte – of beter gezegd misbruikte – 
was George Beens, die in de jaren veertig van de achttiende eeuw als 
bestuurder van een gebied op Zuid-Celebes (het huidige Zuid-Sulawesi) 
was aangesteld. Regels en ethiek waren bĳ hem ondergeschikt aan 
persoonlĳk gewin. Steven van der Haghen en Utrecht
Het is opmerkelĳk dat in de Utrechtse wĳk Lombok wel gouverneurs-
generaal zoals Jan Pieterszoon Coen, Laurens Reael, Pieter Both en Joan 
Maetsuyker als straatnaam voorkomen, maar die van Steven van der 
Haghen (ook wel geschreven als Van der Hagen) ontbreekt. Niet alleen 
was Van der Haghen admiraal van de eerste voc-vloot die richting Azië 
voer, en verantwoordelĳk voor de eerste Nederlandse vestiging in Azië, 
hĳ woonde nota bene jarenlang in Utrecht.",Colonialism,0
"104 
WIM MANUHUTU
Van der Haghen stond binnen de voc kritisch tegenover het meedo-
genloze optreden van iemand als Coen. Zĳn eigen ervaringen met de 
bevolking van het eiland Ambon en de omliggende eilanden speelden 
daarbĳ een rol. Steven van der Haghen werd in 1563 in Amersfoort geboren als zoon 
van koopman Andries van der Haghen en Maria van Surckestein. Vader 
Andries was oorspronkelĳk afkomstig uit Brugge.1 Zĳn moeder kwam uit 
een vooraanstaande Amersfoortse familie. Hĳ leerde het koopmansvak 
al vroeg in Noord- en Zuid-Europa.2 Later voer hĳ als handelaar op 
West-Afrika. Deze leerschool én een erfenis van zĳn moeder gaven hem 
de mogelĳkheid om zelf in de handel te investeren. Van der Haghen trouwde in 15983 in Utrecht met Stephanie van der 
Made. Het echtpaar bezat in de twee decennia daarna verschillende 
huizen in Utrecht, zoals blĳkt uit aan- en verkoopakten die door Peter 
Bakker bĳeen zĳn gebracht.4 In 1604 bezat het paar het pand Groot 
Vroetseĳn aan de Vroetsteech (nu Drieharingstraat) en de Schupstoel, 
een groot versterkt huis, waarschĳnlĳk in de huidige Elisabethstraat, die 
uitkwam op de toenmalige stadsmuur waar ook het kasteel Vredenborgh 
lag.5 Van der Haghen was in deze tĳd duidelĳk geen onbemiddeld man. In 1603 had hĳ zĳn eerste vaart naar Azië al achter de rug, als admiraal 
van de Amsterdamse Oude Compagnie. Na vertrek uit Nederland in 
april 1599 kwam de vloot in 1600 in Banten aan, een van de belangrĳkste 
handelscentra op het eiland Java.",Colonialism,0
"106 
WIM MANUHUTU
Portugese vloot die na berichten van de aanwezigheid van Nederlanders 
op Ambon naar het eiland was gestuurd. Het bleef voor Van der Haghen niet bĳ één bezoek aan Ambon. Op 
21 februari 1605 keerde hĳ er terug, nu als admiraal van de eerste vloot 
die door de in 1602 opgerichte voc was uitgerust. Hĳ slaagde erin na 
aankomst op 23 februari het Portugese fort op Ambon zonder al te veel 
moeite in handen te krĳgen. Daarmee werd een deel van Ambon de 
eerste vestiging van de voc in heel Azië. Van der Haghen benoemde 
Frederik de Houtman tot gouverneur van Ambon. Toch staat niet Van 
der Haghens beeltenis, maar die van zĳn ondergeschikte De Houtman 
op het schilderĳ van het eiland Ambon dat naar aanleiding van de 
verovering van het eiland werd gemaakt en in het hoofdkwartier van de 
voc in Amsterdam te zien was. Van der Haghen maakte later hiertegen 
bezwaar bĳ de Heren Zeventien, het centrale bestuurscollege van de voc, 
en kreeg uiteindelĳk genoegdoening in de vorm van een geldbedrag.8
In zĳn beschrĳving van de Molukken maakte Van der Haghen melding 
van het feit dat de plaatselĳke elite tot slaaf gemaakten inzette voor de 
productie van kruidnagels en voor andere werkzaamheden. Hetzelfde 
gold voor de hoofden van Banda, het productiegebied van nootmuskaat. Van der Haghen zag wel mogelĳkheden om op Ambon schepen te laten 
bouwen.",Colonialism,0
"STEVEN VAN DER HAGHEN EN GEORGE BEENS 
109
Beens eerst een schip van een prins van Bone had aangehouden, had 
hĳ diens vrouw meegenomen en vervolgens verkracht. De prins zon 
op wraak en kwam verhaal halen met manschappen, maar Beens liet 
de prins doden. De verhoudingen met Bone raakten begrĳpelĳkerwĳs 
ernstig verstoord. Beens week in juni 1749 uit naar Batavia en vertrok 
later dat jaar naar de Republiek. Soldijboek George Beens (Nationaal Archief)",Historical Slavery,1
"INLEIDING 
11
Ook zĳn er, naast acties en verzoeken tot het verwĳderen van mo-
numenten van koloniale heldenverering, initiatieven genomen om 
monumenten voor het slavernĳverleden op te richten. Na Amsterdam, 
Middelburg en Rotterdam werd in 2018 een slavernĳmonument in 
Hoofddorp geïnstalleerd, en Den Haag en Utrecht zĳn bezig om in 
2023 een slavernĳmonument te onthullen. Het zĳn stappen in een 
breder proces van groeiend maatschappelĳk besef over het Nederlandse 
slavernĳverleden. In Utrecht is de afgelopen decennia een reeks van initiatieven geno-
men om slavernĳ te herdenken. Net als in andere steden bestonden er al 
rond het jaar 2000 Keti Koti-vieringen in Utrecht, georganiseerd door Tori 
Oso Utrecht. De bĳeenkomsten waren vooral gericht op Afro-Caraïbische 
bezoekers uit Suriname en de Antillen. Ook de burgemeester kwam wel 
eens langs, maar de bestuurlĳke bemoeienis reikte toen nog niet verder. In 2011 werd een wandelroute over de Utrechtse slavernĳgeschiedenis 
in de stad opgezet, een jaar later gevolgd door een wandelgids, lezingen 
en filmvertoningen over het onderwerp, Keti Koti Tafels met Mercedes 
Zandwĳken en een artist in residence met Surinaams beeldend kun-
stenaar Marcel Pinas, die met zeven Utrechtse scholen samenwerkte 
rondom het thema slavernĳ.4 Vooral vanaf 2013, toen 150 jaar afschaffing 
van de trans-Atlantische slavernĳ werd herdacht, groeide het besef dat 
het koloniale slavernĳverleden ook Nederlandse geschiedenis is. Utrecht 
speelde daarin een bescheiden en onderbelichte voortrekkersrol. In juni 
2013 vond de toonaangevende internationale conferentie The Colonial 
Legacy plaats aan de Universiteit Utrecht in het kader van de herdenking 
van de Vrede van Utrecht van 1713 – waarvan onderhandelingen over 
massale slavenhandel onderdeel uitmaakten – die werd gekoppeld aan 
de afschaffing van de slavernĳ in de Nederlandse Caraïben.",Colonialism,0
"Langs de Vecht
Buitenhuizen als machtsmiddel
Myrthe Minnaert
Wie weleens bĳ Maarssen of Breukelen langs de Vecht is gekomen, zal 
bekend zĳn met de grote statige huizen die daar aan de oevers staan. Sommige staan er al eeuwen, en nog steeds zĳn we er niet over uitge-
praat. Televisieprogramma’s als Het Klokhuis en Denkend aan Holland 
tonen de huizen en hun voormalige bewoners in al hun glorie. In de 
eerste Canon van Nederland, die van 2006 tot 2020 in het Nederlandse 
geschiedonderwĳs werd gehanteerd, was zelfs een venster over de 
buitenhuizencultuur opgenomen. Maar wat meestal wordt overgeslagen, 
is het verhaal dat de toenmalige bewoners – met name afkomstig uit 
Amsterdam – verbindt met de koloniën. Veel van de huizen zĳn gekocht 
en gebouwd met inkomsten uit koloniale handel, inclusief handel in 
tot slaaf gemaakten. Deze koloniale connecties zĳn vaak onbekend, maar nog steeds 
zichtbaar in de bebouwing, het landschap en zelfs in de naamgeving. De namen van veel van de toen gebouwde buitenhuizen en hun bewo-
ners worden nog steeds gebruikt voor gebouwen, straten, bruggen of 
soms zelfs hele wĳken. Zo zĳn de wĳk Op Buuren en de Ter Meerbrug 
vernoemd naar inmiddels verdwenen buitenplaatsen. Als iemand die 
in deze omgeving is opgegroeid, ben ook ik mĳ lange tĳd niet bewust 
geweest van de geschiedenis van het land waarop ik leefde.",Historical Slavery,1
"118 
MYRTHE MINNAERT
eerste buitenhuizen langs de Vecht: Goudestein. In 1628 kochten ook 
zĳn zwager en schoonzus Pieter Belten en Maria Coymans grond langs 
de Vecht en lieten hier Huis ten Bosch bouwen.5
Joan Huydecoper investeerde net als zĳn vader in peper en in aandelen 
van de voc.6 Dit was niet zonder risico’s: schepen konden vergaan of 
worden gekaapt. Investeren en handelen in land daarentegen was minder 
risicovol. Joan werd de eerste projectontwikkelaar aan de Vecht. Hĳ 
kocht het land, maakte het klaar voor bebouwing en verkocht het, soms 
in meerdere stukken, aan andere rĳke Amsterdammers. Hiervan zĳn 
in de archieven zeker 25 voorbeelden terug te vinden.7
Nouveaux riches als Joan Huydecoper hadden nog een andere reden 
om land te kopen: het verkrĳgen van een adellĳke titel. Financieel en 
politiek gezien was Joan zeer succesvol. In 1629 werd hĳ schepen van de 
stad Amsterdam en in 1634 bewindhebber van de voc. Maar als afstam-
meling van families uit de handelsklasse had hĳ niet het aanzien en de 
status die edelen wel hadden. In 1637 werd hĳ door de Zweedse koning 
benoemd tot ridder, een titel die hĳ in de Republiek wel mocht gebruiken 
maar die hem geen privileges verschafte.8 Daarom kocht hĳ in datzelfde 
Gezicht over de Vecht in Maarssen vanuit het noorden, met links het huis Goudestein.",Historical Slavery,1
"LANGS DE VECHT 
119
jaar van de proost van de Sint-Janskerk in Utrecht, graaf van Solms, de 
heerlĳkheden Tamen (bĳ Uithoorn) en Blokland (bĳ Montfoort). Als heer 
van Tamen en Blokland had hĳ zeggenschap over deze grondgebieden 
en maakte hĳ ook aanspraak op een stem in de Staten van Utrecht. De Utrechtse adel was weinig enthousiast over de komst van deze 
nieuweling op het Utrechtse toneel, en door hun verzet werd de koop in 
1639 ongeldig verklaard. Huydecoper en zĳn Amsterdamse bondgenoten 
legden zich daar niet bĳ neer: zelfs stadhouder prins Frederik Hendrik, de 
zwager van graaf van Solms, werd erbĳ betrokken, en door zĳn ingrĳpen 
bemachtigde Huydecoper in 1641 de heerlĳkheid Maarsseveen, waarmee 
hĳ heer van Maarsseveen werd.9
Joan Huydecoper van Maarsseveen. Bartholomeus van der Helst, c.1650 (Centraal Museum)",Colonialism,0
"120 
MYRTHE MINNAERT
In latere generaties zien we dat de relatie tussen de oude adel en de 
nieuwe rĳken veranderde en dat ze juist huwelĳksverbintenissen met 
elkaar aangingen. Vanuit beide kanten een strategische zet: de oude 
adel kon zĳn langzaam leeglopende schatkisten bĳvullen en de nieuwe 
rĳken konden aanspraak maken op eeuwenoude adellĳke titels. Zo 
komen we verbintenissen tegen tussen de Huydecopers en onder andere 
de families Van Verschuer, Van der Muelen, Van Wyck, Van Asch van 
Wĳck, Lockhorst, Van Tuyll van Serooskerken, Van Weede, Taets van 
Amerongen, Hardenbroek en Ram. Bĳ Joans overlĳden had hĳ een vermogen van ruim een half miljoen 
gulden.10 Het geslacht heeft burgemeesters in zowel Amsterdam als 
Maarsseveen voortgebracht, leden van de Eerste Kamer, de Tweede 
Kamer en de Gedeputeerde Staten van Utrecht. Verscheidene Huy-
decopers waren bewindhebber van de voc of wic of in dienst van de 
compagnieën, zowel in de Republiek als in het imperium overzee. Een 
van hen was directeur van de Sociëteit van Suriname, anderen waren 
bankdirecteur. Goudestein is tot 1955 in bezit gebleven van de familie 
Huydecoper en haar nazaten. Sinds 1961 wordt dit buitenhuis gebruikt 
als gemeentehuis. De familie Hondius: koloniale handel was overal
Een tweede familie die zich aan de Vecht nestelde, was de familie 
Hondius. Tussen 1668 en 1709 hebben drie generaties Hondius op het 
buitenhuis Vechtenstein gewoond.",Colonialism,0
"De Hondii zĳn dan ook verbintenissen 
aangegaan met leden van de Utrechtse elite. Zo vinden we onder andere 
huwelĳken met de families Velthuysen en Booth. Na Lucas Hondius stierf 
deze tak van de familie vrĳ snel uit. De titel van de heerlĳkheid ging 
over op Lucas’ schoonzoon Pieter Anthony Lespaul, een Amsterdamse 
handelaar, na wie de titel overging op diens schoonzoon Abraham 
Croock, een Amsterdamse kruitfabrikant. Vlak bĳ de huidige wĳk Zandweg-Oostwaard staat nog altĳd een 
buitenhuis met de naam Vechtenstein, al is dit huis pas in 1936 gebouwd. Vele straten in Zandweg-Oostwaard zĳn vernoemd naar voormalige 
eigenaars van Vechtenstein, waaronder de Van Exelstraat en de Hondius-
straat. Ook Park Vechtenstein en het Commelinhof verwĳzen nog naar 
dit verleden.",Historical Slavery,1
"Conclusie
De Nederlandse buitenhuizencultuur, en specifiek die langs de Vecht, 
is nog steeds een bron van trots en nostalgie. Er wordt veel geschreven 
over de architectuur, tuinen en bewoners, en er worden educatieve 
reportages over gemaakt. Al deze verhalen vertellen over de welvaart, 
de pracht en praal en het ongemak van het ’s zomers in een stinkend 
Amsterdam wonen. Maar de uitbuiting, rooftochten en kolonisatie 
waarop deze huizen zĳn gebouwd, worden zelden vermeld.",Historical Slavery,1
"124 
MYRTHE MINNAERT
Het verhaal van de buitenhuizen langs de Vecht in dit artikel laat 
zien hoe kolonialisme en een handelsgeest ook delen van Nederland 
buiten de Hollandse handelssteden hebben veranderd en gevormd. De 
koloniale elite vormde een netwerk dat in stand werd gehouden door 
onderlinge huwelĳksverbintenissen en patronage. Het Vechtgebied bood 
rĳke handelaren uit Amsterdam de kans om hun positie te versterken. Dit vormde een bedreiging voor de positie van de Utrechtse elite. Op 
het hoogtepunt stonden in Maarssen bĳna zestig buitenhuizen.21 Veel 
van deze huizen zĳn afgebroken of verbouwd en zien er dus niet meer 
uit zoals in de zeventiende eeuw. Sommige zĳn nog steeds in adellĳke 
handen, andere zĳn in het bezit gekomen van andere families of hebben 
een bestemming gekregen als museum, restaurant of, zoals Goudestein, 
zelfs als gemeentehuis. Zo blĳven onze paden zich kruisen met de 
koloniale geschiedenis, of we nu willen of niet.",Colonialism,0
"Utrechts slavengeld
Alex van Stipriaan
Tussen het Janskerkhof en de Kromme Nieuwegracht moet het in 
vroeger tĳd vaak zĳn gegaan over de Nederlandse slavenkoloniën in 
Zuid-Amerika. In dat hartje van de domstad woonden en werkten 
Utrechtse regenten met grote investeringen in de slavernĳ, die daar 
net als hun notarissen hun zogenaamde ‘West-Indische zaken’ regelden. Aan de Kromme Nieuwegracht 29 woonde bĳvoorbeeld Daniël François 
Schas, die zich daar rond 1811 had gevestigd na een vĳftienjarig verblĳf in 
Suriname. Hĳ was afkomstig uit een Rotterdams-Haagse familie die al 
meerdere generaties plantagebezitters in Suriname had voortgebracht. Zĳn laatste plantage, Esthersrust, verkocht hĳ in 1853, tien jaar voor de 
afschaffing van de slavernĳ, op de veiling in Amsterdam voor 32.500 
gulden, hoofdzakelĳk de geschatte waarde van de 158 slaafgemaakten 
op de plantage.1
Bĳna honderd jaar eerder woonden aan het Janskerkhof verschillende 
leden van de familie Nepveu, van wie sommigen in Suriname waren 
geboren en daar enorme plantagebezittingen hadden, waarover straks 
meer. Een van hen ontmoette tĳdens het wandelen wellicht Dionisius 
Pauw op weg naar zĳn notaris Van Vloten aan de Kromme Nieuwegracht 
(zie het artikel van Matthĳs Kuipers), die zelf grote belangen had in 
Caraïbische slavenplantages, en Pauws testament regelde. Pauw was 
in 1765 steenrĳk teruggekeerd van Java, waar hĳ in dienst was geweest 
van de voc en schepen in het stadsbestuur van Batavia. Hĳ kocht een 
huis in Utrecht, waar zĳn zuster inwoonde, en een buiten aan de Vecht 
in Maarssen, waar hĳ negen jaar later overleed. Voor die tĳd had hĳ op 
z’n minst 30.000 gulden belegd in Surinaamse slavenplantages, via het 
Rotterdamse handelshuis F.W. Hudig & Zoon.2 Uiteindelĳk omvatte zĳn 
erfenis ruim 216.000 gulden, die helemaal naar zĳn zus in Utrecht ging.3
Utrechtse beleggingen
Dat Utrechtse stadshart, tussen Janskerkhof en Kromme Nieuwegracht, 
werd door zĳn bewoners, firma’s en notariaten nauw verbonden met 
de Nederlandse slavernĳbelangen.",Historical Slavery,1
