chunk_id,text_for_scoring,score_Contemporary_Manifestations,score_Historical_Slavery_Colonialism,score_Structural_Continuity_Neocolonial,bertje_score_Contemporary_Manifestations,bertje_score_Historical_Slavery_Colonialism,bertje_score_Structural_Continuity_Neocolonial,cosine_primary,bertje_primary
4a931adf:00585,daarop dachten wij wij opgegeten zouden lelijke zoals wij spoedig daarna allemaal weer benedendeks werden trilden beefden wij angst hele nacht alleen bittere jammerklachten horen bange erg ten slotte blanke mensen paar oude slaven land haalden bedaren vertelden wij zouden wij weldra land zouden gaan werken wij landgenoten zouden verhaal stelde grotendeels wij spoedig daarna land kwamen afrikanen alle landen wij werden onmiddellijk binnenplaats koopman waar wij allemaal opgesloten werden evenzovele schapen acht geslagen sekse aangezien nieuw vervulde zag eerst huizen gebouwd ieder opzicht anders verbaasd mensen zien paarden wist eigenlijk dacht mensen bedreven terwijl verbaasd sprak medegevangenen landgenoot zei hetzelfde soort eigen land begreep kwamen afgelegen land vond vreemd paarden later verschillende afrikanen kwam bemerkte vele paarden grotere slechts paar dagen bezit koopman wij gebruikelijke manier werden gegeven teken rennen kopers tegelijk allemaal binnenplaats waar slaven kiezen pakket beste,4.846080356545011,4.316388674357793,3.4393968550517515,4.5756016,5.72723,3.3635485,Contemporary_Manifestations,Historical_Slavery_Colonialism
4a931adf:00608,vandaar november tweede kamer slavenhandel gebeurde belgië deel uitmaakte koninkrijk debat leverde nauwelijks nieuwe gezichtspunten afgevaardigden noord- nederland schaamden enigszins haastten zuid-nederlandse erop wijzen holland zeeland grijze verleden weliswaar wel slaven hadden tak commercie ver vóór franse inval laatste benen belgische kamerleden moesten vooral denken nederlanders hadden ingelaten willem eerste monarch continent slavenhandel verboden natuurlijk nodig strafbepalingen illegale slavenhandelaren praktijk wetgeving overbodig tussen één nederlands slavenschip engelse marine verdrag bleek den duur engelse ogen strijd illegale slavenhandel engelse marine sterk behoefte ruimere omschrijving begrip daarom diplomatieke apparaat engeland ingeschakeld elk verdrag slavenhandel aantal toevoegingen volgens nieuwe toevoegingen engelse marine lege schepen opbrengen ten minste binnen afstand mijl kust west-afrika bevonden voorzien opvallend extra watervaten volgens engelsen allemaal aanwijzingen schip deelnemen alleen verdenking voortaan voldoende verdachte schip brengen laten veroordelen slaaf boord ander additioneel bepaalde eenmaal geconfisqueerde slavenschepen stukken gezaagd mochten ervaring geleerd vele aangehouden veroordeelde schepen enige tijd weer slavenhandel den duur werking verdragen slavenhandel uitgebreid oostkust handel daarheen,4.666354125230363,4.770853501793937,3.0460501933597106,4.4900894,4.2809954,3.0241644,Historical_Slavery_Colonialism,Contemporary_Manifestations
4a931adf:00611,wel mening nadat napoleon verslagen land immers willem zadel bovendien engeland groot geschapen waakhond mogelijke nieuwe franse daardoor regeerde willem alleen voormalige republiek belgië wonder onze koopman-koning pro-britser rest politieke elite oude handelsnaijver perfide albion sterk engeland zoveel mogelijk ogen zien opsporing illegale slavenschepen werkte nederland loyaal mee oprichting twee gemengd engels-nederlandse één sierra leone één sierra leone gemengde spaanse braziliaanse fransen weigerden mee daarom dienden illegale slavenschepen franse vlag berecht franse zeegerechtshof dakar franse kolonie vier gemengde gerechtshoven freetown vormden juridisch nooit geschiedenis zulke internationale juridische instituten engelsen overigens lang gerust goede werking rechtbanken vreesden spaanse portugese rechters eerder economische belangen land zouden verdedigen internationale regelgeving engelsen hoopten nederlanders niet-britse rechters streep zouden nederlandse rechters zouden ongetwijfeld engelsen steeds steunen strijd daarmee nationaal belang zouden verwachtte ooit nederlandse slavenschepen zouden schetst verbazing zowel engelsen nederlanders oktober eerste illegale nederlandse slavenschip engelse marine beslag zouden twintig nederlandse rechters,5.037523304615831,5.105611457120585,3.669462139531002,4.9005947,4.8624105,3.451751,Historical_Slavery_Colonialism,Contemporary_Manifestations
4a931adf:00614,daarom tekende nederlandse rechter protest feit zaak la fortunée engels-nederlandse hof wilde afgaan alleen fransche welke boord gearresteerd oordeel vestigen welke sustineerde bodem zee verscheidene vaartuigen zweedsche papieren boord wanneer mensch lezen schrijven zoodanig alle reden volgende wel nederlandse papieren sint- eustatius kapitein bemanningsleden verklaarden nooit voet nederlandse eiland gezet verontwaardigd schreef nederlandse rechter ten dien opzigte mooglijk gouverneur spengler acte naturalisatie gouverneur alle scrupules verloren benodigde papieren per post engelse ambassadeur den haag diende opdracht regering officiële klacht frauduleuze praktijken gouverneur gouverneur spengler minister koloniën schriftelijk gevraagd opheldering geven uitgifte zoveel scheepspapieren reageerde verontwaardigd beweerde alle naturalisaties persoonlijk uitgevoerd referenties vooraanstaande west-indische handelshuizen geval lynx bewees handel bestond dergelijke daartegen stond kwitantie betaling betrof helemaal afkoop kwitantie betrekking aankoop plantage security grond waarvan koper nederlander genaturaliseerd doorgestoken kaart borgsommen waarom hadden nederlandse rechters freetown frauderende kapiteins zomaar laten,4.516506182053436,4.151809473534431,3.2218771901140624,4.072065,4.2109795,3.2305522,Contemporary_Manifestations,Historical_Slavery_Colonialism
4a931adf:00616,blanken freetown berichtten rechters den binnen halfjaar liefst hunne graaven bovendien persoonlijk ongemak overschaduwd ongelukkige optreden eerste nederlandse rechter douwe wilde bemanning slavenschip nederlandse vlag rechtsvervolging boord slechts één slaaf aangetroffen zoals tekst engels-nederlandse verdrag engelsen gelukkig bleek tweede nederlandse rechter hen vond aanging illegale slavenschepen vrij britse marine entering overal dek slavenboeien zien terwijl verte wegroeiden waarmee slaven haastig schip gelukkig vertrok sirtema incident meteen engelsen doodsbenauwd optreden aanwezige portugese braziliaanse rechters aanzetten bedenken opmerkelijk nederlanders eerste internationale gerechtshof onhandig terwijl land latere jaren soort instituties juist warm hart gemengde engels-nederlandse gerechtshof wering evenmin groot slechts één illegaal slavenschip rechtbank veroordeeld nueve snauw waarschijnlijk spaans schip afkomstig entering engels oorlogsschip bleek papieren boord daarom zetten engelse rechters zaak manier wraak nemen nederlandse nalatigheid slavenschepen surinaamse wateren brengen behalve zaak hof paramaribo verder nederlandse rechters vervulden functie slechts engelsen verveelden,5.088569095881563,4.485143229376074,3.8930888799780914,4.670434,5.023585,4.1648874,Contemporary_Manifestations,Historical_Slavery_Colonialism
4a931adf:00617,bovendien ergerden bont blauw snel aankomst kolonie duidelijk geworden bijna dagelijks slaven afrika arriveerden autoriteiten daartegen schreven londen zouden zes maanden liefst slaven kolonie rechters stonden slavenschepen ooit nederlandse marine natuurlijk hadden nederlandse gouverneur hen erop gewezen ingevoerde slaven volgens papieren allemaal afkomstig franse antillen volgens autoriteiten geruime tijd hadden betekende invoer zulke slaven legaal handel slaven binnen caribische gebied fransen konden legaal slaven afrika deden frans nederlands engelse rechters weer zuiver alleen londen informeren vroegen engelse rechters gouverneur suriname lijst geven daarop namen namen duur reis namen surinaamse waar zulke recent geïmporteerde slaven kwamen gouverneur weigerde medewerking wees nogmaals legale karakter daarop wilden engelse rechters advertentie plaatsen plaatselijke dagbladen verzoek inlichtingen slaveninvoer belofte passende weer engelse rechters kregen kans engels oorlogsschip franse slavenhaler la legère paramaribo gemengde gerechtshof betrof frans schip gouverneur verordonneerde la legère slaven guadeloupe diende zover hadden engelse rechters reden bemanning slavenschip slaagde deel slaven land brengen gouverneur moest wel actie beval aantal slaven weer boord moest,4.957435076749597,4.891721030194535,3.165407424284336,4.251276,5.1890507,2.806842,Contemporary_Manifestations,Historical_Slavery_Colonialism
4a931adf:00622,kwam lange geschiedenis engelse parlement vandaag aantal petities afschaffing slavernij nooit overtroffen enig ander nieuwe middenklasse zag antislavernijcampagne middel af zetten heersende macht adel opvallend engelse publiek informatie horen kreeg slavernij verre west-indië sociale ellende eigen misstanden verre streken immers gemakkelijk druk maken vrees sociale onrust slaperige nederland begin negentiende eeuw lieten hervormingen industrialisatie archetypische oudhollandse koopman liet volgens hildebrand camera obscura liever zolder verrotten prijs wereld kom gebeurt vijftig jaar tijd internationaal bekend gezegde kwam afschaffingsbeweging nederland nooit verder bracht paar honderd brede maatschappelijke aanhang meeste nederlandse abolitionisten leken dominee professor gaf trouwens goed vaderlands gebruik werden twee verenigingen neutrale aanvankelijk bleek bundeling krachten doordat twee groeperingen konden vraag eerste gezamenlijke bijeenkomst gebed moest moeite wisten nederlandse abolitionisten obstakel den duur weg beland periode afschaffing slavernij engelse koloniën lang feit zelfs topjaren telde nederlandsche maatschappij ter bevordering afschaffing slavernij land nooit actie gevoerd vertragend wales schotland bestond aanhang antislavernijbeweging groot deel degenen daarvóór slavenhandel hadden,5.416310378580336,5.815092077434338,5.082295130467658,4.9461513,4.8493013,4.2587814,Historical_Slavery_Colonialism,Contemporary_Manifestations
4a931adf:00623,nederland moest antislavernijbeweging aanhang grond af doordat afschaffing slavenhandel stand gekomen bovenaf opgelegd koninklijk getekend helemaal kwesties nederlanders negentiende eeuw actie konden besluit paus nederland weer bisdommen stellen resulteerde massale protestbeweging protestant-christelijke honderdduizenden handtekeningen wist voorts dankzij multatuli wel degelijk gedebatteerd bijzonder voor- nadelen stelsel verplichtte elk dorp java jaarlijks belasting natura bepaalde hoeveelheid koffie suiker bracht zeer geld tegenstanders stelsel vele misstanden uitvoering cultuurstelsel feit verbouw voedselgewassen java daardoor gevaar daarentegen nauwelijks sprake debat afschaffing daarover delibereerde alle rust kleine groep opgejaagd rumoerige resultaat duurde liefst voordat parlement den haag wetsontwerp aanvaardde opheffing slavernij nederlandse voordien talloze wetsontwerpen ene voorstel compensatie slaveneigenaren laag vastgesteld voorziening getroffen aantrekken geval vrijgemaakte slaven onverhoopt mochten besluiten plantages suriname massaal rug toe merkwaardigerwijs trage afschaffingsdebat onbedoeld dramatische afloop slavenopstand haïti desastreuze daling koffie- suikerproductie afschaffing slavernij engelse franse plantagekoloniën hadden surinaamse planters duidelijk gemaakt belangrijk slaven bedrijf wel elk alternatief arbeidskosten zoals experimenten contractarbeiders azië duidelijk,4.268595949280911,4.005563212504429,2.9736117347956634,4.2380085,4.5874424,3.3858242,Contemporary_Manifestations,Historical_Slavery_Colonialism
4a931adf:00641,timing doet uitkomen moeizaam onderhandelingen kwestie pas drie weken voordat ex-slaven plantages mochten arriveerde eerste schip lalla vrijgelaten slaven kade ontscheping hoorde blanke steeds hadden gelijk betekende invoer aziatische contractarbeiders nieuw soort nieuwe vervoer aziatische contractarbeiders suriname aanvoer aziatische contractarbeiders suriname géén nieuwe abolitionisten hadden hoewel velen aziatische werkkrachten kritisch oog wel reden aanvankelijk leken vervoer arbeidsomstandigheden indiase contractarbeiders soms slechter ten tijde britse onderkoning india sprak zelfs new system klopte typering werving vervoer indiase arbeiders inmiddels drastisch verbeterd nieuwe wetgeving kloof tussen slavenhandel vervoer contractarbeiders brits-indië steeds regering londen koloniale bestuur india bang verband tussen twee soorten vervoer gelegd bijna jaarlijks nieuwe bepalingen afkondigden verscheping arbeiders india veiliger maken controle arbeidsomstandigheden plantagegebieden den duur vervoer contractarbeiders zelfs beter geregeld europese landverhuizers noord-amerika britse troepen nederland dood verwijt oude slavenhandel wilde laten volgde den haag daarom nauwgezet engelse vervoersbepalingen transport contractarbeiders java suriname gang volgzame houding moeilijk nederlanders hadden pas moeilijke langdurige onderhandelingen recht gekregen india contractarbeiders suriname recht wilden verspelen kritiek vervoer,3.6369302502609866,4.207488873522832,4.363174981383887,4.129737,5.059263,4.4577727,Structural_Continuity_Neocolonial,Historical_Slavery_Colonialism
4a931adf:00645,natuurlijke groei overzeese aziaten afgelopen honderd jaar zelfs sterk huidige guyana suriname nakomelingen slaven langer meerderheid bevolking klein- achterkleinkinderen factoren lijken diegenen gelijk geven migratie contractarbeiders india java slavenhandel één lijn willen stellen massale landverhuizing europa dezelfde tijd landverhuizers natuurlijke aanwas eveneens zeer bovendien blijkt overgrote meerderheid europese aziatische migranten alleen sociaal-economisch opzicht goede keus gemaakt eigen continent beide groepen keerde ongeveer kwart huis aziaten trouwens heel gemakkelijker arbeidscontracten voorzagen gratis gaapt kloof tussen contractmigratie afrikaanse slaven gelegenheid gesteld enige tijd terug gaan hadden meesten waarschijnlijk meteen gebruik ondanks alle positieve aspecten bleef contractmigratie europa azië kwade reuk migratie net politieke redenen hoewel alle cijfers erop wijzen systeem alleen voorzag behoefte indiase javaanse voormalige contractarbeiders suriname zonden zelfs eigen kosten vertegenwoordiger mahatma gandhi hoop nationalisten india agitatie contractmigratie nooit nationalisten india leefden overtuiging waardigheid india spel indiërs wilden waarom konden alleen derderangs plantagekoloniën verhuizen eersteklas immigratielanden zoals verenigde staten waar engelsen europeanen heen,4.977511792915992,4.918927733268943,4.513065806762285,4.5804453,4.9372625,3.6464388,Contemporary_Manifestations,Historical_Slavery_Colonialism
4a931adf:00646,vooravond eerste wereldoorlog paste eis contractmigratie staken goed nationalistische aanval britse koloniale bestuur voelde geraakt zwakke anders londen hadden engelse koloniale ambtenaren india reserves gehad ten aanzien halverwege eerste zette brits-indische onderkoning zin londen migratie duitse duikboten hadden vervoer contractarbeiders overzee trouwens geruime tijd goed onmogelijk afloop eerste wereldoorlog scheepvaartverbindingen werden bleef verbod engelsen wilden kwestie indiase nationalisten langer hoofd nederlandse koloniale regering batavia last zulke proteststemmen bleven javaanse contractarbeiders suriname afschaffing contractmigratie trouwens papieren indiërs bleven eerste wereldoorlog werk zoeken buiten eigen gebeurt zoals tijdens golfoorlog konden navolging vele westerse mogendheden besloot indiase regering onderdanen midden- oosten repatriëren charterde doel één symbolisch aantal indiase gastarbeiders regio geschat half daaruit blijkt hoezeer afschaffing contractmigratie inging economisch voordelig net afschaffing westers verbod arabische wereld afrikaanse slaven indiase contractarbeiders goed gebruiken rapporten britse steeds laten zien sommige delen afrika azië slavernij levenslange contractarbeid steeds schuldig soms wel gemakkelijk klein land nooit erg verschrikkelijk grote landen geldt nederlandse aandeel nederland handel bedroeg gemiddeld immers,4.055892994062887,4.368681809060194,4.305615603848706,4.716105,4.5608726,4.180637,Historical_Slavery_Colonialism,Contemporary_Manifestations
4a931adf:00651,groep zat anders stil houden verzetten terugkeer behoudende nederland zeker tussen nederlanders vrijwel uitzondering toegestaan afrikanen werden gekocht zouden nooit manier elkaar europeanen schuld delen nederlanders sommige omringende gaan bovendien toenmalige huidige nederlanders land zomaar land uitzonderlijk moreel hoogstaande oase midden boze schuld algauw slavenhandel zoveelste nederlandse slavenhandel zwarte bladzijde geschiedenis wel onverkwikkelijke zaken zoals hardnekkige wijdverspreide grote onbarmhartige vervolging denigrerende behandeling radbraken schandpaal uitbuiting arbeiders onrechtvaardige allemaal zaken waarvoor vandaag dag schouderophalend denken blijkbaar huidige welvaart nederland mogelijk soort land ter wereld immers bogen onbevlekt historisch wel motto meeste gemiddelde nederlander vormt uitzondering plaats herinneren liever positieve gebeurtenissen voorzover weten trots feit nederlandse schepen zeventiende eeuw hele wereld terwijl grotere landen daartoe staat graag weten begin af eiland tolerantie midden zee nederland redelijke goede armenzorg woord elders moest,5.1009738582156015,5.23648370417181,4.19472376439049,5.4312215,5.2317867,4.34462,Historical_Slavery_Colonialism,Contemporary_Manifestations
4a931adf:00654,nederlands-indië eigenlijk precies werk verdiende generaal held wel colijn lombok bevel gegeven vrouwen kinderen even leek onze trots nederlandse aanwezigheid azië geheel historisch oud vuil terecht inclusief pronkstuk gouden vaak één adem genoemd rembrandt standbeelden jan pieterszoon coen groots hoorn heutsz amsterdam werden roerige jaren zestig verfkwast onderhanden zette trend voc eigenlijk weinig kwaads compagnie bleek behalve paar uitzonderingsgevallen handelsorganisatie ten tijde nederlandse kolonialisme negentiende twintigste eeuw vielen genoeg schanddaden discussies gevolgen cultuurstelsel kolonisatie- dekolonisatieoorlogen arbeidsregime tabaksplantages deli sindsdien opvallend debat vrijwel uitsluitend deelnemers europees-nederlandse nederlands-indië afkomstige groep mengde hoewel aantal rond rond personen gesteld verwonderlijk meeste indische nederlanders hadden gordel smaragd eenmaal verlaten nederland verbonden voelden onafhankelijke groep liep voorop aanval nederlandse gold helemaal kern koloniale leger hadden west ereschuld vergelijking alle ophef nederlandse verleden azië leken faits et gestes land atlantische regio saaie lang bleef verleden exclusieve domein radicale onbehagen leek nederlandse slavenhandel slavernij zelfs helemaal,5.459775343557585,5.304840581771797,4.432470008698071,4.2607355,5.3587914,3.4155524,Contemporary_Manifestations,Historical_Slavery_Colonialism
4a931adf:00655,even leek onderwerp belangstelling raken onderhandelingen werden gevoerd dekolonisatie surinaamse zijde behoefde onaangename verleden eigenlijk nauwelijks genoemd den haag ertoe bewegen kolossale sommen gelds beschikbaar stellen daarna bleef weer lange tijd pas laatste jaren slavenhandel slavernij onderdeel geworden identiteit surinaamse antilliaanse gemeenschap thans ruim mensen anders indische nederlanders oefenen caribische nederlanders wel kritiek nederlandse behoefte voegen nationale devotie nederlandse lijden tijdens verleden dwingt hen warm plekje overlevenden holocaust staat ziehier drie onbetaalde rekeningen nederlandse eerste staat naam slachtoffers jodenvervolgingen tussen kille nederlandse overheidsbeleid tweede staat naam slachtoffers nederlandse kolonialisme indonesië derde rekening afkomstig slachtoffers nederlandse slavenhandel slavernij nederlandse caribische drie moeten nederlanders mee leren mogelijk zulke schulden af optimistische duitse term wiedergutmachung immers honend geval joden lijkt terugbetaling verloren gewaande lijfrentepolissen banktegoeden resulteren bedragen rente schril afsteken omvang leed aanvulling bedragen nederlandse overheid verontschuldiging vroegere onverschilligheid zaak beter eenzijdige pro-israëlpolitiek nederland slecht herhaaldelijk land teleurgesteld verwachting gemeenschap zoveel oorlogsslachtoffers vanzelfsprekend alleen moreel hoogstaande politiek verwachting land israël,4.6209933165496135,4.893739597237886,3.7146836037749376,5.4569426,5.432845,4.292151,Historical_Slavery_Colonialism,Contemporary_Manifestations
4a931adf:00661,wel mogelijk verder onderzoek aandeel verschillende europese slavenhandelsnaties onderling aantal gegevens omvangrijke portugese slavenhandel recentste berekening totaal aantal slaven europese schepen afrika komt aantal nieuwe wereld voet wal zette blijft niet-wetenschappelijke hoek protest klinken steeds weer duiken hogere getallen zoals veertig zelfs zestig pas omvang slavenhandel blijkbaar echt inhumaan gelukkig iedereen vrijheid strafzaken zoals duitsland diegenen aantal zes miljoen vermoorde joden tijdens periode tussen openlijk twijfel land wel ernstiger lijkt kort veertig zestig miljoen genoemd werden zoals kura hulanda daarmee degradeerde instituut sprookjesbos echt gestoord pogingen heuse geschiedenisprofessor wetenschappelijk berekende totalen twijfel hele generatie onderzoekers lijkt wel gewerkt hoewel cijferaars werk zelfs nobelprijs blijkt allemaal indruk maken hoogleraar erasmusuniversiteit rotterdam auteur overigens uitstekende dissertatie surinaamse vindt berekende getallen denkt verdubbeling aantal overgevoerde slaven mogelijk zwangere slavinnen boord slavenschepen dubbel klinkklare aantal foetussen totale atlantische slavenhandel onmogelijk elf miljoen aantal zwangeren afrikaanse mannen vrouwen bedroeg ten hoogste per elf miljoen slaven zouden ongeveer zwanger verhouding tussen mannen vrouwen boord elkaar evenwicht vrouwen maakten ongeveer vijfendertig procent slaven boord,3.860803602871505,3.800186995470181,3.0893766965905405,4.6793337,4.7436333,3.4882796,Contemporary_Manifestations,Historical_Slavery_Colonialism
4a931adf:00667,daaruit blijkt fatalisme ten aanzien dood vandaag beperken vroeger fatalisme breder zeker tijd waarin levensverwachting minder helft bedroeg vandaag waarin grote groepen europeanen regelmatig werden geconfronteerd lichamelijk ongemak alsook tal ongeneeslijke ziekten factoren zullen ertoe bijgedragen europeanen risico leven namen thans gebruikelijk reis oost keerde minder helft matrozen soldaten verenigde oost-indische compagnie levend terug soortgelijke sterftecijfers normaal bemanningen voldoende aanbod zeelui hoewel grote risico leven erbij schieten nauwelijks gecompenseerd gages wijdverbreide fatalisme verklaart waarom europese slavenhalers hoge sterfte slaven bemanning nogal laconiek uitzonderlijks zagen zeker reden vonden slavenhandel slavernij leven slaven aankomst nieuwe wereld komt boek uitvoerig slavernij ieder geval nooit blessing disguise genoemd noch slavenhandel hardhandige manier slaven gelukkig tegendeel geval duidelijk aangegeven slaven verkoop afrika zeker voorkeur hadden gegeven nieuwe afrikaanse slavenhouder europese scheepskapitein zeker nooit vrijwillig hadden nieuwe maatschappij waarin kende weliswaar vaak hardere psychische levensomstandigheden materieel opzicht kregen afrikaanse slaven gemiddeld beter skeletmetingen geven nieuwe wereld voedsel minder hongersnoden petto slaven afrika datzelfde gold europese later aziatische,4.035112787843497,3.561918213930825,2.811148259693494,4.137809,4.324579,3.1953504,Contemporary_Manifestations,Historical_Slavery_Colonialism
4a931adf:00674,vandaar maatschappelijke carrières migranten afrika west zeggen doorwerking monument herstelbetalingen boek besluit waarin aantal morele kwesties orde zoals vraag nederland collectief schuldig voelen vroegere redenen regeringswege excuses plaatsen monument onderzoeksinstituut financieren herstelbetalingen nabestaanden slaven nederlandse ging aantal critici ver moeten oordelen liefst natuurlijk proberen verschillende aspecten slavenhandel slavernij vergelijken vervoerscondities arbeidsverhoudingen dezelfde slaven mochten televisie kijken name aantal vakgenoten vond stellen morele vragen zeker vragen zwarte gemeenschap nederland zouden oordelen lezer historicus dient alleen informeren sommige commentaren afgeschilderd publieke aanklager terwijl recensent boek typisch product vond trouw leerling belangrijkste historici negentiende adagium ist es eigentlich grondlegger wetenschappelijke geschiedschrijving geldt tegenstander politieke correctheid avant la zoveel zoveel verdeelde commentaren geven ieder geval elke beslissing punt kritiek oproepen kwestie beste tussenweg blijven betekent lezer oordeelt schuldig voelen alleen aantal argumenten wijs aanbeveling recensie professor nestor nederlandse alleen schuldig voelen waar verantwoordelijk duidelijk helder,5.460250475189841,4.954767216249304,4.028015989688509,5.562602,5.791903,4.982027,Contemporary_Manifestations,Historical_Slavery_Colonialism
4a931adf:00676,staat indrukwekkendste gedenk- documentatiecentrum joodse holocaust waar nooit vergast terwijl standbeeld vinger hansje spaarndam vinden waar nooit dijk vaak mocht nieuwe slavernijmonument ooit dronken onverlaat kritische krantenkoppen bovendien zoveel reisgidsen dwingen toerist vaak gehoorzaam lang geleden parijs gevaar eigen leven vele getrotseerd bezoek brengen arc daarop bleek slechts selectief rijtje veldslagen alsof fransen alleen oorlogen gewonnen nationaal monument dam kent leert alleen tussen mensen nederland gewelddadige dood eenzijdigheid vele gedenktekens behept herinneren nederland weggevoerde joodse landgenoten tijdens monumenten vertellen bezetter schuld geschiedenis jodenvervolging nederlandse ambtenaren politiemensen spoorwegpersoneel voorbereiding uitvoering deportaties werden complexe verleden stuk plaquette beeld nieuwe slavernijmonument anders beschouwer inderdaad herinneren slavenhandel slachtoffers ervan vooral verband brengen nederlandse koopvaardij nederlandse associatie gaat voorbij feit meeste slaven nederlandse schepen helemaal suriname meeste planters nederlandse plantagegebieden afkomstig land meeste slachtoffers slavenhandel waarschijnlijk afrika betreuren vóór verkoop monumenten trouwens vaak geschiedenis,3.9807826632266647,3.745515664946192,3.4306750690100127,3.887291,4.4187527,3.0091517,Contemporary_Manifestations,Historical_Slavery_Colonialism
4a931adf:00679,twee circuits slavernijverleden boek getracht menselijke onmenselijke slavenhandel zorgvuldig omschrijven vervallen politiek correcte toon zoveel publicaties onderwerp politieke correctheid overigens recent abolitionisten ermee elk argument goed zolang helpen slavenhandel doel ogen begonnen voorstanders afschaffing rol europeanen handel abolitionisten spiegelden publiek europees verbod transatlantische slavenhandel einde maken inter-afrikaanse slavenhandel daarmee gepaard gaande oorlogen afrikanen eindelijk gelegenheid zouden handelsproducten plaats mensen abolitionisten hoge sterftecijfers boord slavenschepen aandacht breed publiek wel slechts één harteloze europese hen daarvan indruk hadden abolitionisten tweede argument hoge sterftecijfers bemanning twee sterftecijfers bewezen lichamelijke conditie slaven bemanning vóór inscheping belangrijker behandeling tijdens lieten abolitionisten paste kraam gold slavernij betekende onvrije arbeid onvrije arbeid alleen verlies vandaar abolitionisten slavernij afschilderden wreed bizar instituut willen vele jaren campagnevoeren hadden abolitionisten slavenhandel slavernij werden afgeschaft daardoor leken argumenten werden ieder geval overgenomen voorstanders zwarte emancipatie verklaart waarom overgeleverde beeld slavernij lang onaangetast politiek correct wetenschap laat nooit lang zijspoor,6.17348162432686,6.235054025533676,4.966768835257574,5.871329,5.476229,4.577318,Historical_Slavery_Colonialism,Contemporary_Manifestations
f42593cf:00707,kwam goed periode waarin republiek verenigde nederlanden volop investeerde sla- venhandel capitein uiteindelijk faalde predikant west-afrikaanse wel verhaal bevestigde slechts ware religie hoog gegrepen afrikanen zullen betrokken nederlanders zelf- voldaan natuurlijk volstaan portret jaco- bus capitein slachtoffer instrument nederlandse alléén verhaal recht feit kansen wij ontzeggen maken verhaal moeten geschiedenis moeten zoeken verschillen stem- elkaar moeten wel vanuit goed begrip historische elk elke interpretatie even aannemelijk vertel leids ongelukkige con- tractarbeider johannis catheau schrijft vanuit ca- ribische eiland barbados ouders leiden verkocht vreselijk verkoft pont suikar ende ick quade meester ende quade frow ende ick geloof well ick tus- sen bayde doot geslagen sall wesen eer tijt uyt zullen sommigen slavernij echt alleen europeanen afrikanen slaaf natuurlijk daarover sprak indertijd slavernij constante alle tijden pas afgelopen twee eeuwen breed diskrediet lang verhaal aannemelijk laten perspectief tragische ver- haal johannis catheau echt,5.001910863486263,4.870844671277796,4.382505609057184,5.023659,5.424833,4.6461473,Contemporary_Manifestations,Historical_Slavery_Colonialism
f42593cf:00717,geschiedenis trans-atlantische koninkrijksrelaties kolonia- lisme belangrijk benoe- biedt inzicht vanzelfsprekende aanwijzingen elkaar één opzicht erken weer pijn behandel elkaar volgens principe verder vergt constructieve invulling koninkrijksrelaties vooral realisme uitdagingen zeker hardop spreken problemen inherent beperkte ecologische geopolitieke levens- problemen integriteit politiek belemmeringen realiseren aanvaardbaar ni- veau publieke voorzieningen zoals gezondheidszorg statuut koninkrijk ne- derlanden hybride semi-federale constructie gekozen eigenlijk onverbeterlijk koloniaal vergeefs bedacht indonesië koninkrijk eeuwig lo- gische voortreffelijke statuut partners desgewenst stagnatie afge- lopen decennia verbaasd wel beroep landelijke autonomie werden weer verantwoordelijkheden ten koste eilandelijke ontmanteling nederlandse succesvolle herstart waarop waar lat hoog gelegd wantrouwen komt niemand zeker níet alleen kwestie onvoldoende neem zeer omvangrijke geldstromen drie cari- bische gemeentes lijkt wel alsof iedere euro geïnvesteerd weerstand geld lost lange elk geval níet institutionele geheu- gen koninkrijksrelaties beperkt vooral neder- landse,5.801458900868541,5.768743220725141,5.104252290599203,5.176655,5.5126295,4.756048,Contemporary_Manifestations,Historical_Slavery_Colonialism
f42593cf:00718,steeds weer nieuwe ambtenaren professionals waarneming vrijwel beste steeds weer opnieuw wiel nauwelijks geïnvesteerd komen nooit toekomst koloniale verleden ging dunne lijn tussen analyse advies weer afgelopen kwart eeuw nagedacht geschreven hedendaagse betekenis koloniale zeker vóór overstap leiden maakte proberen verdiepen hedendaagse primair laat staan in- paste heel goed missie kitlv interdisciplinair instituut area functie directeur logischerwijs nagedacht positie instituut opgericht koloniaal te- recht steeds kritischer gekeken rol weten- schap instrument evenzo begrijpe- lijk wel argwaan gekeken instituut kitlv intussen instituut allesbehalve koloniaal buitenwereld onderschat in- tensief integer afgelopen decennia binnenshuis binnen instituut vergeet eerdere generaties rond kitlv óók meenden werk goede integriteit hoog vaandel hadden staan onderling stevige verschillen inzicht belang díe onderschat óók verlies waarde bubbels kitlv alle ruimte meerdere perspectieven vrij,4.903255881374802,5.776465516016228,5.4007708536025,5.131913,5.5343466,5.579914,Historical_Slavery_Colonialism,Structural_Continuity_Neocolonial
